annotation.GeneID,counts.co01.bam,counts.co02.bam,counts.co03.bam,counts.co04.bam,counts.mono01.bam,counts.mono02.bam,counts.mono03.bam,counts.mono04.bam
NWMN_RS02455,410,268,293,302,91,89,20,115
NWMN_RS02460,9207,5737,8471,8220,1342,1766,180,1237
NWMN_RS02465,5654,3610,4871,4252,680,775,132,475
NWMN_RS02470,123,94,173,120,7,23,7,103
NWMN_RS02475,14431,8963,10348,8921,4826,2272,913,1409
NWMN_RS02480,4059,2399,3532,3046,910,638,276,642
NWMN_RS02485,2293,1483,2417,1664,471,415,175,495
NWMN_RS14980,37803,27743,14142,35509,26407,75947,33547,18466
NWMN_RS02490,40,35,74,48,2,8,0,11
NWMN_RS02495,1046,983,1555,1715,568,663,186,456
NWMN_RS02500,9738,8620,12542,11772,3297,4327,1165,4030
NWMN_RS02505,8145,6826,7998,6732,5713,3788,1466,2518
NWMN_RS02510,9879,7653,8406,6897,4819,3845,1382,2746
NWMN_RS02515,27,8,28,19,4,4,2,1
NWMN_RS02520,4512,3952,2043,2326,5060,8133,7218,1069
NWMN_RS02525,15679,13859,9920,9350,17825,18198,13379,4705
NWMN_RS02530,6,6,5,2,1,0,1,1
NWMN_RS02535,1604,1635,2220,2273,296,366,110,486
NWMN_RS02540,1714,1738,2348,2065,391,631,133,602
NWMN_RS02545,19704,17988,22454,18928,6433,7129,2564,4689
NWMN_RS02555,1660,1909,3604,4261,405,426,102,740
NWMN_RS02560,4035,3533,6026,5730,701,657,560,884
NWMN_RS02565,1649,1572,2786,2278,355,362,255,385
NWMN_RS02570,482,492,931,927,83,113,27,191
NWMN_RS02575,125,107,205,196,29,22,7,56
NWMN_RS02580,671,679,1176,1120,109,184,47,264
NWMN_RS02590,14539,12385,12747,9784,2389,4440,1032,3625
NWMN_RS02595,6028,5086,4774,3165,1183,1906,478,1427
NWMN_RS02600,1623,1547,1592,1283,392,537,145,614
NWMN_RS02605,2061,2016,2304,1855,406,493,134,816
NWMN_RS02610,8253,11905,17510,18412,413,1488,228,4931
NWMN_RS02615,3263,2973,5214,5375,720,1388,306,1652
NWMN_RS02620,12055,9674,13994,9701,34435,28279,17167,31265
NWMN_RS02625,23002,16840,24600,15286,121011,82621,51974,85404
NWMN_RS02630,11074,7542,11805,6564,62087,37500,26739,36352
NWMN_RS02635,32,21,51,30,61,45,44,100
NWMN_RS02640,14947,12147,13812,11222,5243,5209,2632,3923
NWMN_RS02645,16986,14852,18584,14883,3771,4748,1874,4781
NWMN_RS02655,15970,13970,18600,11351,1899,2895,920,3111
NWMN_RS02660,2954,2639,3030,3299,592,776,288,1094
NWMN_RS02665,15071,11963,13482,9747,1673,2497,829,2578
NWMN_RS02670,7496,5933,6363,3848,1266,1599,532,1498
NWMN_RS02675,9090,6974,7784,5523,2040,3231,962,3032
NWMN_RS02680,1550,1073,1236,916,518,591,233,526
NWMN_RS02685,3389,2647,3003,2259,1114,1603,506,1272
NWMN_RS02690,3947,3602,4909,4395,1332,1752,617,1820
NWMN_RS02695,815,853,1455,1317,43,94,25,245
NWMN_RS02700,1542,1575,1900,1465,177,313,98,387
NWMN_RS02705,66008,51996,54463,36011,15362,33910,10098,43116
NWMN_RS02710,4780,3284,4870,3264,722,1589,534,3228
NWMN_RS02715,19293,14084,16232,8779,54638,29172,13446,18665
NWMN_RS02720,786,552,849,683,248,257,147,408
NWMN_RS02725,495,301,414,366,183,224,77,205
NWMN_RS02730,2203,1894,2201,1538,789,1040,219,692
NWMN_RS02735,1321,1111,1166,824,599,1019,201,662
NWMN_RS02740,22216,18484,21411,13764,11001,16976,2873,9004
NWMN_RS02745,1,6,7,4,0,0,1,2
NWMN_RS02750,549,914,911,847,6,15,370,33
NWMN_RS02755,124,150,200,221,15,63,14,100
NWMN_RS02760,55,71,149,193,3,23,3,58
NWMN_RS02765,99,129,193,283,13,44,3,125
NWMN_RS02770,44,60,155,163,7,11,1,46
NWMN_RS02775,51,91,196,289,10,19,3,63
NWMN_RS02780,74,80,215,209,10,13,0,85
NWMN_RS02785,936,869,1398,1053,116,238,197,240
NWMN_RS02790,4816,4115,2232,2307,5659,8106,7398,1192
NWMN_RS02795,1633,1040,1782,1220,246,527,95,263
NWMN_RS02800,16357,14701,10432,9882,17909,18379,13210,4806
NWMN_RS02805,1,5,3,3,0,3,1,2
NWMN_RS02810,2298,1252,378,322,244,185,39,193
NWMN_RS02815,33943,17396,4234,3156,33529,4465,2673,4644
NWMN_RS02820,40053,20881,4930,3719,37517,4786,2298,4363
NWMN_RS02825,9425,8837,12104,11091,972,1997,304,1280
NWMN_RS02830,73175,29736,10301,11574,47176,22691,38156,40853
NWMN_RS02835,99843,41563,14740,15202,56400,27818,43073,43950
NWMN_RS02840,114600,43591,16373,15462,47625,24174,31598,35565
NWMN_RS02845,511660,190996,76593,61975,137819,81903,56898,93477
NWMN_RS02855,8356,7046,7170,6166,7449,6650,1920,6218
NWMN_RS02860,6477,5969,5968,4474,3752,4548,963,4104
NWMN_RS02865,14418,10348,16350,11926,5088,7061,2510,5228
NWMN_RS02870,3797,3415,5681,4462,2078,2711,1476,2307
NWMN_RS02875,11226,9534,16847,12198,5656,7421,3645,5780
NWMN_RS02880,3587,3320,5287,3805,1863,2720,956,1804
NWMN_RS02885,6171,5437,9453,6700,3485,4590,1760,2876
NWMN_RS02890,3494,3050,5648,3931,1458,2114,694,1732
NWMN_RS02895,2717,2796,5107,3160,687,1292,462,1535
NWMN_RS15145,1191,1236,1853,1300,272,465,136,615
NWMN_RS02900,1284,1278,1899,1427,253,414,135,665
NWMN_RS02905,10102,9800,14516,10284,3542,4200,1383,4188
NWMN_RS02910,27346,23856,35483,21122,4832,6249,1788,7045
NWMN_RS02915,32514,25811,35818,18543,3985,5929,1419,7240
NWMN_RS02920,16861,14271,23618,11075,988,2390,369,1676
NWMN_RS02925,14301,12975,22072,10817,748,1838,286,1309
NWMN_RS02930,1097,1144,1581,1217,207,231,74,316
NWMN_RS02935,135469,74778,97617,54745,21836,41639,11144,34185
NWMN_RS02940,128449,66904,73229,30596,13695,26386,6124,20846
NWMN_RS02945,5564,4432,4205,2421,733,1485,206,954
NWMN_RS02950,61266,43290,41213,22599,9945,13687,2375,8189
NWMN_RS02955,70778,48333,49287,25055,11739,15577,2527,7943
NWMN_RS02960,247012,165895,166626,79827,38509,54789,8132,26185
NWMN_RS02965,402347,293634,285193,163093,94252,123761,21580,57768
NWMN_RS02970,4283,4418,4931,5418,2442,5054,1135,6678
NWMN_RS02975,26915,27738,32464,31784,32941,21715,8067,15256
NWMN_RS02980,12568,11525,16590,10592,27897,25047,14781,36859
NWMN_RS02985,1994,1866,1816,1683,291,449,116,349
NWMN_RS02990,48922,53093,20094,20718,18906,22934,4319,11470
NWMN_RS02995,17512,13934,17290,16483,4960,6555,1769,7918
NWMN_RS03000,2349,1876,2430,2484,349,477,140,958
NWMN_RS03005,1758,1502,2053,1846,313,502,131,511
NWMN_RS03010,261,313,398,416,74,131,40,150
NWMN_RS03015,616,537,1054,1103,288,315,82,356
NWMN_RS03020,1498,1255,1514,1619,518,850,204,822
NWMN_RS03025,1629,1270,1336,1156,345,778,123,611
NWMN_RS03030,4990,5348,9925,5073,1323,822,304,608
NWMN_RS03035,5174,6695,7400,4728,1310,856,467,862
NWMN_RS03040,15500,12477,13666,7905,3315,5836,901,4405
NWMN_RS03045,3489,3308,3544,3431,1100,1383,444,811
NWMN_RS03050,11994,9304,15152,13922,4478,3038,1518,2980
NWMN_RS03055,12695,8763,11594,8384,1986,3941,1241,5680
NWMN_RS03060,6726,5034,6893,5831,1573,2655,687,4491
NWMN_RS03065,4456,3476,4958,4655,1161,2121,595,3899
NWMN_RS03070,3137,3108,3023,2886,1873,2165,836,1752
NWMN_RS03075,8535,7062,7221,5018,14861,14415,8430,20186
NWMN_RS03080,8848,6204,7019,4701,10765,11413,6746,16771
NWMN_RS03085,376,316,323,379,410,433,215,666
NWMN_RS03090,30548,24799,28396,22129,30758,31526,20922,30609
NWMN_RS03095,1077,910,963,899,106,170,81,189
NWMN_RS03100,2187,1913,1734,1729,943,1002,815,1765
NWMN_RS03105,866,871,559,826,561,541,300,1205
NWMN_RS03110,12403,10257,3897,4516,4290,3631,2326,5558
NWMN_RS03115,898237,907645,304620,398067,236958,200377,112629,192428
NWMN_RS03120,10204,7619,9363,8553,5472,6768,2271,6506
NWMN_RS03125,1531,1856,1725,1752,174,428,63,553
NWMN_RS03130,1306,1418,1446,1442,152,257,51,439
NWMN_RS03135,1581,1561,1401,1043,146,329,76,366
NWMN_RS03140,4587,4611,10271,5644,8978,17626,9685,46112
NWMN_RS03145,1036,1110,1272,923,1269,1416,534,1871
NWMN_RS03150,2101,1900,2596,2024,3841,3410,1576,3319
NWMN_RS03155,16800,13806,11295,9498,2089,3803,1098,5797
NWMN_RS03160,23644,20394,21859,18035,9106,11978,2729,7274
NWMN_RS03165,18005,16558,15669,11474,6474,8074,1897,5166
NWMN_RS03170,3318,2864,3127,2495,899,1278,1241,2778
NWMN_RS03175,4613,4226,4752,2939,3071,4541,2800,7111
NWMN_RS03180,4646,4006,4991,2954,4399,5861,3463,10820
NWMN_RS03185,289,201,347,347,59,153,65,444
NWMN_RS03190,5787,4108,3870,2886,2445,3662,965,2226
NWMN_RS03195,1150,747,631,544,375,629,206,405
NWMN_RS03200,6,3,4,4,2,1,0,2
NWMN_RS03205,3140,2644,3380,3012,655,688,291,373
NWMN_RS03210,416,688,841,520,52,58,16,146
NWMN_RS03215,922,963,1171,863,98,173,51,209
NWMN_RS03220,941,835,1253,831,95,152,38,168
NWMN_RS03225,606,657,962,761,55,121,22,180
NWMN_RS03230,171,153,260,208,15,24,10,40
NWMN_RS03235,420,377,644,404,45,71,16,126
NWMN_RS03240,368,377,620,403,28,40,27,125
NWMN_RS03245,255,349,407,259,29,77,15,130
NWMN_RS03250,80,165,197,106,5,16,6,53
NWMN_RS03255,141,163,243,168,31,60,21,64
NWMN_RS03260,409,303,391,241,46,89,39,94
NWMN_RS15920,234,192,214,132,29,43,8,46
NWMN_RS03270,384,359,380,229,116,115,41,115
NWMN_RS03275,4267,3354,3075,2064,2876,3453,1118,2480
NWMN_RS03280,16692,12698,18606,14876,9616,17737,3981,15776
NWMN_RS03285,1766,1365,2061,1871,624,980,316,879
NWMN_RS03290,11260,8511,11650,9439,3859,4290,1581,3769
NWMN_RS03295,4353,3366,4483,3246,1129,1427,407,1413
NWMN_RS03300,4237,2956,12321,6462,464,517,1389,499
NWMN_RS03305,2,3,9,10,0,1,1,5
NWMN_RS03310,392,461,637,710,54,134,18,216
NWMN_RS03315,7695,6897,9513,8366,908,2434,371,1971
NWMN_RS03320,243,234,307,292,74,135,14,160
NWMN_RS03325,616,521,768,702,116,227,47,178
NWMN_RS03330,2020,2223,2414,2507,707,821,186,505
NWMN_RS03335,3271,2914,3130,3102,2593,1516,800,1016
NWMN_RS03340,4758,3672,4496,3963,2451,1386,693,832
NWMN_RS03345,75609,64579,108691,124793,64385,43081,46590,32138
NWMN_RS03350,2776,2773,4369,3970,2260,2496,1649,3739
NWMN_RS03355,6402,5006,6800,3954,16664,13504,9762,13239
NWMN_RS03360,13512,7781,8982,4548,35910,36575,12871,21598
NWMN_RS03365,1312,1072,1463,870,707,799,388,1082
NWMN_RS03370,22,43,54,32,35,14,22,35
NWMN_RS03375,33,24,80,41,23,13,11,33
NWMN_RS03380,1515,1262,1455,983,1055,1104,1445,3934
NWMN_RS03385,6131,4464,6823,3426,2912,4684,6029,10528
NWMN_RS03390,869,609,898,397,478,696,759,1337
NWMN_RS03395,686,464,642,393,371,511,478,829
NWMN_RS03400,5310,2915,3620,1591,1724,3237,2303,3626
NWMN_RS03405,877,517,593,198,276,522,277,514
NWMN_RS03410,1098,493,570,212,341,604,285,456
NWMN_RS03415,2403,1092,1235,456,664,1225,616,756
NWMN_RS03420,31261,21560,25651,20721,22937,10990,7765,9736
NWMN_RS03425,523,442,2705,1693,72,53,31,175
NWMN_RS03430,352,369,2379,1887,36,37,19,78
NWMN_RS03435,247,325,2237,2206,142,88,52,195
NWMN_RS03440,3286,3633,4769,4923,1609,1658,878,2567
NWMN_RS03445,4867,6496,2946,6241,8004,8438,5008,10681
NWMN_RS03450,775,940,1589,2141,436,410,169,666
NWMN_RS03455,13970,11755,11596,10554,4187,5958,2540,7497
NWMN_RS03460,7406,8405,11308,9589,1986,2843,794,3248
NWMN_RS03465,5416,4532,7024,6633,3321,1463,949,1421
NWMN_RS03470,5930,4970,8557,7586,2645,1376,670,1687
NWMN_RS03475,744,675,1135,991,204,189,73,358
NWMN_RS03480,2113,1729,3653,2570,352,954,201,1929
NWMN_RS03485,24629,21903,26114,25943,54838,31200,13570,27981
NWMN_RS03490,12972,13225,19686,15906,1783,2338,939,1742
NWMN_RS03495,2513,3558,3819,1634,2278,1326,213,640
NWMN_RS03500,3002,2543,2541,2437,813,1197,285,841
NWMN_RS03505,2326,1731,2846,2673,1874,2291,752,2494
NWMN_RS03510,1167,776,1324,944,538,795,217,719
NWMN_RS03515,1794,1315,1724,926,644,1065,171,643
NWMN_RS03520,15060,10853,7989,7331,6130,5911,2614,5076
NWMN_RS03525,7352,6087,4639,4178,2765,2696,1119,2486
NWMN_RS03530,6085,5105,3919,3572,2356,2199,839,1997
NWMN_RS03535,28505,26519,23927,23778,6939,10310,4322,13922
NWMN_RS03540,13804,10654,9680,6865,2386,3155,1341,4086
NWMN_RS03545,923,799,1125,1047,86,310,45,537
NWMN_RS03555,1399,1531,1964,1972,296,470,149,639
NWMN_RS03560,11013,8587,10121,10361,4987,5801,2654,10193
NWMN_RS03565,3448,2829,2837,2993,1435,1644,736,1666
NWMN_RS03570,2860,2084,2160,1737,1258,1082,492,1027
NWMN_RS03575,4907,3638,3781,3217,1566,1723,588,1251
NWMN_RS03580,3804,2350,2529,1821,2215,3201,938,3023
NWMN_RS03585,5026,3127,3385,2387,2572,4001,978,3783
NWMN_RS03590,4539,4812,7220,6146,2022,1663,716,1400
NWMN_RS03595,7505,7566,12574,9317,1783,1902,807,2398
NWMN_RS03600,33728,29815,36755,27603,31074,35549,5643,31754
NWMN_RS03605,2615,2235,2696,1998,1536,1623,433,1379
NWMN_RS03610,632,770,954,776,358,325,121,351
NWMN_RS03615,352,321,235,285,512,477,166,295
NWMN_RS03620,9550,8719,11856,10757,5144,5257,1831,4224
NWMN_RS03625,6628,5787,7521,6302,3016,3351,996,2447
NWMN_RS03630,14,24,23,29,5,5,1,16
NWMN_RS03635,6894,5178,5184,5531,4863,4360,2074,3662
NWMN_RS03640,11189,8947,8824,8709,5604,5822,2438,5129
NWMN_RS15820,1009,769,793,843,423,449,203,390
NWMN_RS03650,6179,4492,4755,3344,1089,1543,453,1628
NWMN_RS03655,1733,1208,1385,724,307,504,123,491
NWMN_RS03660,535,766,1172,1016,309,369,91,632
NWMN_RS03665,59,70,100,92,71,71,36,184
NWMN_RS03670,578,675,1065,1143,160,218,78,497
NWMN_RS03675,1847,1869,2985,2639,1675,2037,1220,6779
NWMN_RS03680,384,483,548,448,510,481,328,682
NWMN_RS03685,4506,3237,4402,2419,3437,2934,1686,3516
NWMN_RS03690,1645,1149,1745,1140,1701,1302,781,2213
NWMN_RS03695,4292,3828,5289,3888,10527,8747,5502,15572
NWMN_RS03700,3980,4752,4501,3165,1296,3273,1023,6442
NWMN_RS03705,6608,6354,6939,5086,2918,2857,1106,3072
NWMN_RS03710,5486,5174,5849,3806,2116,2421,1039,2296
NWMN_RS03715,51579,46911,55627,37469,14587,17877,3821,12234
NWMN_RS03720,3506,3098,5440,5774,709,1091,413,1170
NWMN_RS03725,4130,3598,6155,6718,676,935,336,1086
NWMN_RS03730,698,751,1081,895,144,150,39,191
NWMN_RS03735,4920,3350,6602,5546,1232,987,705,834
NWMN_RS03740,6887,4685,9208,7108,3822,4327,2661,3606
NWMN_RS03745,1062,886,998,770,948,1412,290,987
NWMN_RS03750,1542,1665,1625,1277,1522,2013,510,1599
NWMN_RS03755,2218,2105,2218,1900,2142,2020,495,1259
NWMN_RS03760,2709,2577,3478,2494,7098,4016,3227,3697
NWMN_RS03765,1483,1898,2060,1986,744,1165,316,2132
NWMN_RS03770,500,410,444,579,158,237,59,101
NWMN_RS03775,6010,4321,4228,5615,626,661,1026,546
NWMN_RS03780,5564,3755,3907,4815,511,608,1182,553
NWMN_RS03785,21741,14367,16031,17791,2163,2697,5742,2931
NWMN_RS03795,4506,3537,4200,3456,618,868,389,1532
NWMN_RS03800,20776,16230,20779,19968,3669,6968,1424,7272
NWMN_RS03805,5056,3549,3925,3020,5428,3995,3409,4951
NWMN_RS03810,7406,5151,6282,4298,11758,8386,6781,11646
NWMN_RS03815,73267,93729,152331,144884,10069,9543,4653,10997
NWMN_RS03820,62996,87377,134880,138280,12159,10802,4911,10296
NWMN_RS03825,43383,58258,89979,94448,8906,7597,3581,6131
NWMN_RS03830,102900,128879,126966,153496,23161,18354,6695,8553
NWMN_RS03835,3190,2729,3398,2274,636,815,577,1957
NWMN_RS03840,3410,2479,3870,2802,2468,1808,1436,1452
NWMN_RS03845,1717,1201,1965,1460,1276,946,777,774
NWMN_RS03850,1167,879,1556,1268,343,261,178,277
NWMN_RS03855,3420,2754,2791,2500,188,539,92,276
NWMN_RS03860,13831,11663,11250,7888,955,2012,357,1231
NWMN_RS03865,8747,7345,6901,4431,559,1226,260,923
NWMN_RS03870,3625,3027,2871,2145,239,516,152,444
NWMN_RS03875,11055,9129,9572,6472,713,1930,391,1537
NWMN_RS03880,14571,11918,12869,8381,1066,2290,487,2014
NWMN_RS03885,121755,93149,110961,80662,15511,33703,11221,44983
NWMN_RS03895,10228,8478,14342,14567,3136,5038,1181,5880
NWMN_RS03900,9293,7426,8938,6153,4078,5579,1565,4570
NWMN_RS03905,4263,4014,7049,6367,5997,4859,2675,7524
NWMN_RS03910,10202,10189,14072,9905,8336,7589,3438,9802
NWMN_RS03915,1050,773,1390,1160,423,618,173,605
NWMN_RS03920,2375,2078,3268,2596,1157,1360,483,1326
NWMN_RS03930,4995,3925,7228,5176,14873,15779,9731,33770
NWMN_RS03935,17,22,26,22,1,12,4,13
NWMN_RS03940,23719,24116,23678,18054,2460,6797,380,3951
NWMN_RS15945,194,198,156,147,21,66,2,65
NWMN_RS03945,1232,1010,1086,791,189,441,107,315
NWMN_RS03950,2394,1928,2296,1734,533,1102,182,757
NWMN_RS03955,10628,5957,5213,6233,2959,6822,1023,3120
NWMN_RS03960,87338,53296,43124,46799,21947,50206,6809,23103
NWMN_RS03965,23006,14899,11346,10832,1671,5382,768,6064
NWMN_RS03975,2,0,3,4,0,1,0,3
NWMN_RS03980,144,158,293,243,107,124,23,108
NWMN_RS03985,135,78,218,122,48,89,21,102
NWMN_RS03990,75,76,211,65,39,85,15,38
NWMN_RS03995,156,177,359,153,209,191,55,112
NWMN_RS04000,2554,2129,2613,2193,668,782,174,746
NWMN_RS04005,5064,4598,5960,5722,1128,1528,470,1680
NWMN_RS04010,409,559,614,735,47,94,21,242
NWMN_RS04015,2092,2279,2627,2448,779,768,322,1116
NWMN_RS04020,1753,1537,2495,2108,2393,2189,1216,3282
NWMN_RS04025,6996,4818,4555,3243,1579,2592,1172,3647
NWMN_RS04030,12063,9963,12558,10988,4039,3300,1236,2747
NWMN_RS04035,1079,938,1053,754,280,254,91,297
NWMN_RS04040,954,738,968,921,295,244,136,297
NWMN_RS04045,3913,3323,4173,2711,1475,1577,571,1607
NWMN_RS04050,2968,3269,5653,4125,1131,1356,407,1425
NWMN_RS04055,3816,3868,4294,5299,4112,3183,1506,5930
NWMN_RS04060,5917,5337,6903,6216,1641,2268,699,1655
NWMN_RS04065,211,164,221,162,47,78,23,103
NWMN_RS04070,164,119,185,127,245,278,151,453
NWMN_RS04075,36759,23944,31047,27856,14190,9800,8922,7059
NWMN_RS04080,44746,33054,40072,28242,22124,16672,7978,18914
NWMN_RS04085,98,87,100,50,19,34,6,58
NWMN_RS04090,3633,3262,3428,3113,938,1508,360,1751
NWMN_RS04095,26,31,28,32,7,9,0,56
NWMN_RS04100,264,308,415,398,97,154,41,266
NWMN_RS04105,503,570,728,805,133,206,49,371
NWMN_RS04110,117,139,201,164,18,32,9,96
NWMN_RS04115,11234,8446,11469,9361,5295,6590,3871,6079
NWMN_RS04120,19675,12846,19052,13470,14345,13289,8967,12933
NWMN_RS04125,9030,8886,9983,9883,4329,3523,1728,3330
NWMN_RS04130,4414,4814,5627,4713,1098,1368,558,2190
NWMN_RS04135,2857,2971,3187,2538,781,915,387,1328
NWMN_RS04140,5480,5572,6175,4569,1494,2046,673,2647
NWMN_RS04145,35554,22722,17673,12039,30972,30024,11165,23353
NWMN_RS04155,8397,7315,7095,5809,7805,6664,3400,5346
NWMN_RS04160,16675,12568,15089,9886,45149,36395,26108,33516
NWMN_RS04165,15248,11276,13643,8858,32396,29587,17210,21922
NWMN_RS04175,75920,29346,14420,11176,18864,18285,16976,27481
NWMN_RS04180,10476,7565,9438,7141,25614,22566,11405,17944
NWMN_RS04185,917,660,1086,836,4322,5243,1693,4609
NWMN_RS04190,7942,7116,10044,4829,17065,21792,9848,22325
NWMN_RS04195,34483,23167,36901,19086,42452,53254,16033,26384
NWMN_RS04200,18563,14188,22454,11531,16174,20235,5853,7550
NWMN_RS04205,18705,13955,23508,13309,15261,16631,5254,6401
NWMN_RS04210,35859,25728,46768,26647,23072,26990,8172,9620
NWMN_RS04215,130019,108890,173412,131616,74665,54701,22266,37628
NWMN_RS04220,3315,3125,3814,3497,744,1351,332,1049
NWMN_RS04225,2602,2184,3148,2688,743,1193,462,1101
NWMN_RS04230,5171,4099,5210,4057,3218,4250,2242,4947
NWMN_RS04235,24588,18660,24838,16529,21204,28100,14558,26006
NWMN_RS04240,3029,2173,3354,1977,2507,3473,1740,3126
NWMN_RS14985,805986,929698,653496,1286640,912403,1146547,423740,591194
NWMN_RS04250,773,793,1094,921,102,109,57,191
NWMN_RS15950,471,473,653,592,61,75,52,92
NWMN_RS04260,448,414,546,407,67,73,31,121
NWMN_RS04265,4,8,9,5,3,6,1,0
NWMN_RS04270,227,187,319,175,759,1213,394,1043
NWMN_RS04275,321,305,351,210,600,1039,389,831
NWMN_RS04280,112302,57920,178500,137538,722770,302335,352615,324795
NWMN_RS04285,224,268,262,212,24,27,37,50
NWMN_RS04290,1094,2228,1498,2471,94,170,38,158
NWMN_RS04295,54,81,53,74,15,24,4,25
NWMN_RS04300,860,693,919,837,39,52,19,69
NWMN_RS04305,26747,30185,36049,41167,3642,6671,1479,6739
NWMN_RS04310,1033,886,1360,1301,3986,2383,2270,4495
NWMN_RS04315,712,650,868,770,2288,1628,1361,3095
NWMN_RS04320,258,357,512,391,29,69,10,203
NWMN_RS04325,977,911,1113,735,671,760,470,1050
NWMN_RS04330,1412,1264,1530,1238,1067,1285,880,1922
NWMN_RS04335,14145,11907,16553,11712,51628,43721,30391,43411
NWMN_RS04340,7689,7017,8850,6123,28201,26041,17503,28172
NWMN_RS04345,233,218,278,203,54,146,35,183
NWMN_RS04350,5485,5632,6424,5924,1746,3276,796,3418
NWMN_RS04355,1767,1295,1824,2543,1465,1829,537,1168
NWMN_RS04360,1451,1320,2145,1024,3840,4540,3001,9344
NWMN_RS04365,1451,1050,754,747,374,479,190,463
NWMN_RS04370,1555,1164,1288,1302,487,668,214,925
NWMN_RS04375,7420,6765,4655,4381,3322,6620,1595,9422
NWMN_RS04380,4336,4543,3722,3359,2110,2315,790,1935
NWMN_RS04385,14532,15481,13420,13762,10276,9155,2156,5864
NWMN_RS04395,4377,4443,3091,2729,3270,2525,729,2227
NWMN_RS04405,1749,1786,1699,1274,4020,3471,2907,5044
NWMN_RS04410,1196,1340,1244,851,2399,2142,1745,3281
NWMN_RS04415,2515,1955,2958,2545,1234,1234,372,843
NWMN_RS04420,2256,1566,2381,1791,965,919,242,533
NWMN_RS04425,4741,3542,6217,4205,1865,1582,354,739
NWMN_RS04430,38920,33169,41126,23811,212607,89954,117996,86990
NWMN_RS04435,3525,2448,5134,2684,9201,5957,4024,10502
NWMN_RS04440,6040,5184,5752,3719,8521,6139,5618,9634
NWMN_RS04445,25295,22046,22389,14276,26017,22928,17636,26028
NWMN_RS04450,22905,18746,19833,11828,19617,17437,12005,15872
NWMN_RS04455,6174,4733,4926,2923,4515,3928,2423,3266
NWMN_RS04460,29117,20239,20865,13149,14422,14081,5680,10776
NWMN_RS04465,166,102,145,99,44,64,15,65
NWMN_RS04470,180,160,147,128,66,100,14,80
NWMN_RS04475,4335,2969,3263,3265,27950,11889,8518,13009
NWMN_RS04480,1432,1106,1316,1103,5665,2369,2067,3525
NWMN_RS04485,32,23,65,59,24,13,9,85
NWMN_RS04490,2827,2553,3181,2602,259,496,245,1266
NWMN_RS04495,4414,3346,3948,2507,853,953,515,1354
NWMN_RS04500,8598,6448,7064,4110,1232,1830,865,2544
NWMN_RS04505,21041,15161,13022,9573,4600,8527,2575,6774
NWMN_RS04510,1464,1225,1080,644,138,351,103,596
NWMN_RS04515,414,372,461,499,77,175,35,344
NWMN_RS04520,1623,2111,2950,2913,289,334,99,520
NWMN_RS04525,4150,3894,6151,5802,610,526,310,757
NWMN_RS04530,10083,8543,12952,11594,1358,1205,775,1393
NWMN_RS04535,35,23,41,24,2,8,1,30
NWMN_RS04540,73,63,77,39,8,39,8,78
NWMN_RS04545,22529,9594,12741,6473,5642,9566,1780,12742
NWMN_RS04550,15613,7418,8483,3851,4409,6673,1539,8877
NWMN_RS04555,4301,2355,2234,1134,1037,1534,447,2342
NWMN_RS04560,16615,8048,8914,4835,3415,5143,1398,9173
NWMN_RS04565,2567,2569,2580,2960,1526,1804,749,2955
NWMN_RS04570,817,803,844,971,186,295,104,546
NWMN_RS04575,12874,10784,12859,12577,5860,3905,2005,3729
NWMN_RS04580,3471,2367,1892,1819,6430,4375,2195,3977
NWMN_RS04585,10198,6839,5612,5078,12616,8987,3740,6507
NWMN_RS04590,29996,23533,30610,16869,12074,11102,13015,14102
NWMN_RS04595,4805,4161,4622,3786,1751,1508,740,1587
NWMN_RS04600,1086,929,1287,611,431,1385,142,927
NWMN_RS04605,1839,1479,1701,1321,812,1013,308,694
NWMN_RS04610,291,199,270,215,652,605,752,1026
NWMN_RS04615,2704,2370,2717,1865,514,585,108,470
NWMN_RS04620,1743,1554,1947,1176,346,469,72,311
NWMN_RS04625,4965,4632,4998,3445,1036,1343,228,982
NWMN_RS04630,14954,13531,15948,11170,4019,4722,1123,3296
NWMN_RS04635,4202,3624,4142,3243,1219,1396,378,895
NWMN_RS04640,3713,3201,3573,2393,1239,1227,311,823
NWMN_RS04645,32908,29796,33743,28325,14928,14311,4883,10325
NWMN_RS04650,1058,1044,1631,1466,250,230,86,205
NWMN_RS04655,9299,7909,11163,10038,6573,3985,2457,5722
NWMN_RS04660,17664,21257,27901,34471,14624,13769,5501,11959
NWMN_RS04665,11532,6690,6186,5439,13316,13480,5873,17844
NWMN_RS04670,71744,56512,41253,35005,72940,52287,20288,36014
NWMN_RS04675,129307,99149,79481,61370,103753,70688,26342,46605
NWMN_RS04685,3512,2975,3282,2934,1556,2037,347,1892
NWMN_RS04690,3577,3742,983,866,26911,35077,715,8371
NWMN_RS04695,3085,2765,431,460,18912,24720,560,6359
NWMN_RS04700,43384,33223,43433,40148,30220,17713,8152,17670
NWMN_RS04705,4497,6771,4134,5109,2510,6181,1132,5536
NWMN_RS04710,4289,5599,3496,4005,1667,4297,860,3625
NWMN_RS04715,4925,5828,3612,3532,1150,2719,694,2992
NWMN_RS04720,23690,17829,14785,13748,12213,10898,4202,7567
NWMN_RS04725,33960,27548,23786,20031,15786,13057,3458,8034
NWMN_RS04730,53237,42411,40807,38935,23705,22132,10619,19437
